2216627192	E8qsNpqQ5	柠檬黄莲味中秋	NULL	Lemon flavor berbetine Mid Autumn Festival
2387828020	E88g7fLar	2016.9.11在南京的游记。其实也可以是第一发，前面两次年代有些久远了可能要等忙完了才能慢慢补回来吧。虽然不算是书，但是很多东西我也是从书中学到的，这些你们不常去的南京景点，推荐你们多关注关注，听听历史的回声。	NULL	2016.9.11 travels in Nanjing. In fact, can also be the first, two times in front of some years ago may be done to catch up. Although not a book, but a lot of things I learned from the book, which you do not often go to the Nanjing scenic spots, it is recommended that you pay more attention to the history of the echo.
2388043397	E8Glbx0fO	[星星][星星][星星][星星][半星]，承受能力不行的最好别看，心里真不是滋味，它就是让你带入真实情感，像发生在你身边一样，据说是真人真事改编，还有我不太了解，法律难道会原谅醉酒后犯罪吗，如果这样法律反而成了许多恶人的庇护所，恶人必需严惩。	NULL	[[] [] [] the stars stars stars stars, half star], bear the ability not the best don't look, my heart really was not the taste, it is to let you into the true feelings, like going on around you, is said to be a true story, and I don't know, don't forgive legal crime after drunk, if such the law has become the refuge of many wicked, wicked must be punished severely.
2388206200	E8ATiAdhO	珍惜现在，祝你好运。[祈祷] [祈祷] [祈祷]	NULL	Cherish now, wish you good luck. [a prayer] [a prayer]
2389083964	E8Pkyqn3T	 [拜拜] 这撩汉子功力 我给你101分 多一分是对你颜值的赞赏 恍恍惚惚	NULL	[] this man got the skill. I give you 101 more of your appreciation of the yen value in a trance
2389105010	E85rhnUW8	釜山行	NULL	Busan line
2389372450	E8O1Lyn65	十一、布鲁特　　这个就更没有听说过了，乾隆中期归附，后来被沙俄占领。　　十二、萨克　　乾隆中期归附，后被沙俄占领。　　十三、安集延　　乾隆中期归附，后被沙俄占领。现属乌兹别克斯坦。祖囩原来真有那么大。。。 	NULL	Eleven, this is not heard of Beirut, mid Qianlong allegiance, was later occupied russia. Twelve, she joined after the mid Qianlong, occupied by russia. In thirteen, Andijon joined after the mid Qianlong, occupied by russia. Uzbekistan is now. The original progenitor Yun really have so great...
2389421550	E8rnziJur	脚下生疯[doge]	NULL	At the foot of the mad [doge]
2489506255	E85ZCbyCG	 为进一步加强新学期校车和接送学生车辆安全管理，确保中小学生乘车安全，龙圩交警大队在辖区内开展了校车及接送学生车辆安全隐患排查整治活动，全面构筑“零伤亡”安全防线，为广大中小学校及幼儿园学生上下学创造良好的乘车安全环境。一、抓思想认识，实行联动机制。大队就通知&nbsp;	NULL	In order to further strengthen the new school bus and shuttle students vehicle safety management, ensure students' safety, the bus and the traffic police brigade Longwei shuttle students vehicle safety hazard investigation and remediation activities in the area to carry out a comprehensive "zero casualty" security, create a good environment for the safety of Guang Dazhong primary school and kindergarten students. First, grasp the ideological understanding, the implementation of linkage mechanism. The brigade will notify &nbsp;
2490987865	E7Z6A4gtE	放个假，让他好好睡一天呗！	NULL	Take a vacation, let him sleep a day!
2491724152	E7TCu3maM	看不懂封神的果然智商是硬伤 还在那一个劲吐槽 特效 剧情 	NULL	Cannot read the gods and IQ is flawed still there a lot Tucao specific plot
2492531820	E7UrI1b9A	 『临终是个怎样的过程  建议分享！』	NULL	"Death is a kind of suggested sharing! "
2492574795	E8ghdnXBr	家人之间的信任越来越淡薄了[微笑]	NULL	The trust between family members is becoming more and more thin.
2493122371	E8ofzyFWy	搞个月饼尝尝吧，还搞出了一个大新闻。	NULL	A moon cake taste it, also made a big news.
2493714357	E8XxSuvRe	  版本6.9.1,iPhone8,1,OS9.3.5,网络WWAN 我的微博刷新不出啊 刷两下就到了12号的内容了！	NULL	Version 6.9.1, iPhone8,1, OS9.3.5, network WWAN my micro-blog can not refresh ah brush two under the 12 to the contents of the!
2494009923	E8FRqc2G7	我想，如果换做是我，乔任梁是我的好朋友，他突然离世我一定会非常难过伤心，但我第一时间想到的绝对不是发微博表达自己的伤心。陈乔恩和赵丽颖因为没有发微博哀悼就被喷，那些喷子思维我无法理解，也许喷子他们是想表达他们自己的亲人出了车祸应该先发条微博然后再去伤心才是正确做法。	NULL	I think, if it is me, Qiao Renliang is my good friend, he suddenly passed away I will be very sad, but I think of the first time is definitely not made micro-blog express his sad. Joe Chen and Zhao Liying are mourning because there is no micro-blog spray, the spray of thinking I don't understand, maybe they want to spray to express their relatives in a car accident should first and then go to a micro-blog sad is the right way to.
2494188431	E8RDftKkE	我唱的这首歌打败了全国95%的人，快来听听吧。&gt;&gt; (来自)	NULL	I sing this song to beat the country's 95% people, come and listen to it. &gt; &gt; (from)
2494291854	E8m2a14gV	中秋没有回家，一大早醒来洗了枕头套衣服敷了个面膜，吃了两块榴莲，心情靓靓[哆啦A梦微笑]	NULL	The Mid Autumn Festival did not come home, wake up early in the morning wash clothes with a pillow mask, ate two pieces of durian, Anita mood [A dream smile]
2494620594	E8B817qHo	那些直播的，你们脑袋被门挤了么，咋想的？不能让人家安静的走吗？	NULL	Those live, your head is pushed the door, how do you think? Can't you let them go quietly?
2494934081	E8rJXfnaB	我在美拍拍了段视频，欢迎围观！点此播放&gt;&gt;（通过  拍摄）	NULL	I patted the video in the United States, welcome to onlookers! Click here to play &gt; &gt; (by shooting)
2495056675	E8Q3sgUHc	可以打到第七局应该是我们球迷们都想看到的，竞技体育到底总有输赢，他们让我觉得拿不拿冠军也没那么重要，可以看到他们打球我已经很知足了，这场球我看得也很开心，或许这就够了[心][心][心][心][心]	NULL	You can hit seventh should be our fans want to see in the end, sports total win, they let me think win the champion is not so important, you can see them playing I have been very satisfied, the ball I look very happy, maybe that's enough heart heart. [] [] []] heart heart heart
2495056675	E8XCS795p	ELLA杂志有龙队海报，两张！！！大家可以买呀，物美价廉呀[好棒][好棒][好棒][好棒][好棒][好棒][好棒][好棒][好棒][好棒]	NULL	ELLA magazine has dragon team poster, two!!! You can buy ah, ah, good, high quality and inexpensive [attagirl [] [] [] great great great great great great great [] [] [] []].
2495307190	E8HNY1DWn	乔任梁，隐约中感受到你的痛楚，忘了吧，我们会记住你的笑。	NULL	Qiao Renliang, vaguely feel your pain, forget it, we will remember your smile.
2495392443	E8ef6nKwn	[泪流满面]太无聊了！！	NULL	[burst into tears] so boring!!
2495710104	E8N7Mp7m7	定一个小目标：换三星S edge系列	NULL	Set a small target: for Samsung edge S series
2496543617	E8IUNvHIP	酷到没盆友[哆啦A梦汗]👬	NULL	Not cool to a friend [A Doraemon] sweat
2497321011	E883Ucs46	轻声问下我疲惫的双脚 明天 你想往哪儿走？[微风]	NULL	Softly ask my tired feet tomorrow, where would you like to go? A breeze
2497644265	E8bHQiy9i	出门没带伞，感觉身体被掏空……我在黑胖的路上一往无前。	NULL	Don't take an umbrella, feel the body is empty...... I walk in the way of black fat.
2497824090	E8wPR1SSM	大剧永不落幕	NULL	The drama will never come to a close
2499167522	E8q3r6sNn	jiang[来]	NULL	Jiang[come]
2499546492	E8HtjmWW6	宝马脑残粉的日常……请忽略	NULL	BMW idiotic powder daily...... Please ignore
2499589061	E8NR1tOan	头昏脑壳涨[打脸]六百页慢慢看[微笑]	NULL	[face] rose dizziness skull six hundred pages slowly see [smile]
2499667872	E7W7siUmT	支付宝那个宝儿的广告也太恶了，男权主义不要太明显，你女朋友给你刷牙嘴对嘴喂苹果蹲下给你系鞋带还淋雨给你打车大太阳下帮你缴费，你找的不是女朋友是女奴隶[拜拜]	NULL	The Alipay boa advertising too bad, male chauvinism should not be too obvious, for your girlfriend you brush your teeth mouth to mouth to feed the apple squat fasten your shoe also give you the sun rain taxi to help you pay, you not looking for a girlfriend is a female slave. []
2499770272	E8vOkqi6k	上学时总认为过不去的坎只有考试 毕业了认为没有工作等于磨灭自我价值 结婚了才明白最难的是出不来的围城 愿身边的人顺心幸福 愿心里的一切切都可以滚蛋 我想安静 不想说话	NULL	Think over not to go to school when the exam graduation that no only Kan work equals indelible self value that marriage is the most difficult to get out of the city to the people around your happiness may everything the heart can go I want to be quiet do not want to speak
2500821593	E8OfrhP9s	拉响了 警报	NULL	Sounding the alarm
2501091515	E8m5hdmfg	 左护肤品，右化妆品。	NULL	Left skin care products, right cosmetics.
2501688782	E8hzMnJG3	老妈最近迷上[下]池大叔了，晚上都看他演的剧、更夸张的是居然连牌都不打了 ！[喵喵][喵喵][喵喵]	NULL	Mom recently fans [under] the pool uncle, at night to see him play the drama, even more exaggerated is not even playing cards! Meow meow meow. [] []
2501773345	E8ThG7OSu	大一上高数课，一哥们睡觉。上到一半时被高数老师发现。老师走到他面前问：“同学，你怎么了？”那哥们立马装病说：“老师，我有点儿晕……”老师笑咪咪地说：“摊着英语书上高数，您能不晕么？”	NULL	A high number of classes, a man to sleep. Is the teacher found halfway. The teacher came up to him and asked, "what are you going to do?"" The man immediately to say: "teacher, I feel a bit dizzy......" The teacher smiled and said: "spread the English book number, you can not dizzy?"
2502882757	E8GJG2ZUZ	讨厌均码的衣服，不止一点点。[怒][怒][怒]	NULL	Hate all the clothes, more than a little bit. [] [] [] anger anger anger
2502939192	E7SZPiY15	学校栅栏外叫卖的摊主	NULL	The school fence outside selling stall
2503310322	E7U8JE8cN	不想工作不想工作，只想发呆，不想工作[抓狂][抓狂][抓狂][抓狂]	NULL	Don't want to work and do not want to work, just don't want to work in a daze, [[] [] [] crazy crazy crazy crazy]
2503310564	E8vJJyi62	我家美妞好不容易勤快一次，我必须补发个图	NULL	My beautiful girl finally a diligent, I must be a replacement map
2504284104	E8QAnbNNO	和而不同与君子。	NULL	Harmony but not sameness with the gentleman.
2504488375	E8FXd9BDR	微博买影票，绝对贵不了！我发现《追凶者也》在微博上就可以直接买到！[doge]——来自像我这样有品位又会过日子的宝宝们最喜欢的微博电影(ง •̀_•́)ง～	NULL	Micro-blog buy movie tickets, absolutely not expensive! I found the murderer "who can buy directly in micro-blog also"! [doge] -- like me taste will live babies love micro-blog film (- _ - '~)
2505638964	E88aYrJOV	好无聊 	NULL	Very boring
2506011471	E8KwzFBOV	很想睡，怕做梦不敢睡，忘记从啥时候起，睡觉常常陷入睡眠瘫痪，每次都在恐惧中惊醒，今晚又得撑到天亮再睡吧	NULL	Very sleepy, afraid to dream dare not sleep, forget from what time, sleep often sleep paralysis, always woke up in fear, and hold to the dawn tonight go back to sleep.
2506188532	E86C29Xyt	中秋三天都下雨，心拔凉拔凉的[泪][泪][泪][悲催][悲催][悲催]	NULL	The Mid Autumn Festival three days of rain, the heart pull pull cool cool [] [] [] [tears tears tears miserable, miserable, miserable.
2506293991	E8lpqw8XL	这是真文物啊！	NULL	This is a real cultural relic!
2507044511	E8PeBkGE0	致那些年走过的路，每一次的投资都是一个新的开始，都是人生的另一次历练，想要什么样的生活品质，就应该更好的不断去努力。年轻人，为下一个目标加油！	NULL	In those years, each time investment is a new beginning, is another life experience, want what kind of quality of life, it should be better to continue to work hard. Young man, come on for the next goal!
2507453984	E8OL80mTD		NULL	
2508447350	E8HtB4m6y	今天我的「微博等级」又升一级，记录一下我在微博的成就	NULL	Today, my "micro-blog grade" or another level, to record what I have achieved in micro-blog
