1688978637	E5PsWoYOV	水逆真的开始了	NULL	The water inverse really began.
1767269310	E5FZPlX8O	血泪换来的一点点进步 但看到还是很感动（小老百姓真的好容易满足）希望真正需要的人们能因为这条信息获得资助	NULL	A little bit of progress for the tears but see is still very moved (small people really easy to meet) hope that people really need to get funding because this information
1767269310	E5yGAlEaT	不支持锤子 为啥？小白用坚果那阵儿打电话我都听不清[怒][怒][怒]	NULL	Does not support the hammer why? White nuts at the time the phone I couldn't hear the anger. Anger anger. []
1767301954	E5snCeaK7	toukuike 服务器：[微風] hk.t66y.cf jp.t66y.cf sg.t66y.cf us.t66y.cf 端口： 5363 密码： cl1024[微風]	NULL	Toukuike server: [breeze] jp.t66y.cf sg.t66y.cf us.t66y.cf hk.t66y.cf port: 5363 password: cl1024[breeze]
1767476013	E5Wwe31pe	至少从编辑的文字上是一个独立坚韧的女人，这样的人，总会有自己的快乐生活在等着的。[good][good][good] 	NULL	At least from the editor of the text is an independent tough woman, such a person, always have their own happy life waiting for. [good][good][good]
1767512622	E5ov4FOdN	 出神谷浩史桑2nd solo live9月4号一张票！！位置在二楼B区花车道附近，因为从别人那儿收的转手，价格略高1225RMB，同行入场www有意请私信敲我[爱你]求小天使们帮扩	NULL	The 2nd solo live9 Valley ho a surname 4 months a ticket!! The position is on the two floor near the flower Lane B, because from others the resale price slightly higher 1225RMB, peer admission www interested please knock on my private letter [love you] for the little angels to help expand
1767618190	E57QmmZuI	16-08-14 | 马德里旧货市场 每个角落都满是说不出听不完的故事  	NULL	Every corner of the 16-08-14 | Madrid flea market is full of not listening to endless story
1767618190	E57orisuJ	吃的比猪多[拜拜]	NULL	Eat more than a pig. []
1767945594	E5XQ9gJZS	我却富有阳光照耀的时辰以及夏令的日月，我挥霍着他们；……这我也一点不含糊。          —摘自《瓦尔登湖》	NULL	I was rich in sunny hours and summer days, I devoured them;...... This I also a little vague. From "Walden"
1767945594	E5XxanWjQ	当我们陷入某个人生困局时，困住我们的不仅有外界的客观现实，还有我们过去的经历、习惯和思维惯性。 四种最普遍的隐含假设：赛道假设、低关联假设、僵固型心智、零和博弈（第3个选择） 三种更灵活的思维框架：目标悬置、能力嫁接、特性改造。	NULL	When we get into a difficult situation, we have not only the objective reality of the outside world, but also our past experience, habits and thinking inertia. Four of the most common implicit assumptions: track assumptions, low correlation assumptions, rigid mental, zero sum game (third options) three more flexible thinking framework: the goal of the suspension, the ability to graft, the characteristics of the transformation.
1768107177	E5XCH6Mhe	妈的我被骗了！无良商家！！我就是想吃臭干而已[泪][泪][泪]	NULL	Shit, I was cheated! Unscrupulous merchants!! I just want to eat it. [smelly dry tears tears tears].
1768107177	E5OYa6ZZR	又遇到了这样的问题……我是那种二十分钟不洗一次脸和手就感觉自己脏得要死了的人……事先通知一下会死啊……好吧我错了，我改还不行嘛，我以后哪怕在梦里也不说你不好了	NULL	Has encountered such a problem...... I'm the kind of person who doesn't wash his face and hands for twenty minutes...... Prior notice will die ah...... Well I was wrong, I will not do it, I will not even say that in a dream you are not good
1768332662	E5Uoou8xN	早睡早起身体好[笑cry]	NULL	Zaoshuizaoqi good [laughs cry]
1768332662	E5OpIiLQ3	[doge]	NULL	[doge]
1768363347	E5MMLupl7	到底要不要做一个有仇必报，你骂了我就一定要回嘴的人？（这尼玛逼我想了好些年都没想明白）	NULL	Want to do a vindictive, you scold me must be back? (this fuck forced me to a number of years did not want to understand)
1768644137	E5tEqdM4p	微微一笑很倾城里 就是在学校里 真的有那种 一个男生走过  一群女生在那里叽歪尖叫手机拍照围在他周围举着照片看他耍帅露出微微一笑的情景吗[笑cry][笑cry]	NULL	A smile is very little in the school is really kind of a group of girls in the boys walked there jiwai screaming mobile phone camera around him holding pictures of him posing with a smile of the scene it [laughs cry][cry] smile
1768678611	E5M7ryrFX	闲着就爱瞎折腾	NULL	Idle blind love
1768678611	E5k5ZBcRA	吵不完的架，说不完的话。 [爱心]	NULL	Endless quarrel, the words can not say. [love]
1768819611	E5nSM8Rkg	比赛吃瓜大家都拼命吃，然而有一组慢悠悠地吃，都笑他们怂，他们说是在品尝，真tmd机智。然而我组输了[拜拜]	NULL	The game we all eat melon to eat, but there is a group of slowly eating, they all laughed, they say, is in the taste, really TMD wit. However, I lost the Group [].
1768819611	E4R3Hk4n7	每周总有那么五六天[睡]	NULL	There are always five or six days a week.
1769381650	E5pcM8n3j	看完花絮的我已经不能呼吸了！海甜甜怎么能这么可爱又好看！[亲亲][亲亲][亲亲]	NULL	I have been watching the footage can't breathe! Sea sweet how can so lovely and good-looking! [] [] [] kiss kiss kiss
1769381650	E5n2J765q	每到这时候本司机的内心都是崩溃的[拜拜]	NULL	Every this time the driver's heart is the collapse of [].
1769474663	E5cI7pksw	人这一辈子切勿得寸进尺。	NULL	People in this life do not insatiable.
1769494050	E5QMHfrue	拉了一天肚子，感觉能轻好多。	NULL	Pull the stomach, feeling a lot better.
1769494050	E5Hm6siBX	明天又是新的一天，加油哟～✧*｡٩(ˊᗜˋ*)و✧*｡	NULL	Tomorrow is a new day, refueling oh ~ *. (', * *).
1769605164	E5OpyffyO	要疯，我觉得这个世界布满了害人的病毒和细菌[怒骂][怒骂][拜拜][拜拜][泪][泪]每天都要做消毒，谁敢穿自己的衣服坐我床，分分钟翻脸	NULL	To be crazy, I think the world is full of viruses and bacteria. [] [a curse curse. [] [] bye bye tears tears] every day to do disinfection, who dare to wear their own clothes sitting in my bed, minute turn
1769605164	E5dJQsuZi	我们常以为自己出生自带主角光环，剧情里那些不幸的事怎么可能发生在我身上，啪啪打脸以后才能清醒，管它什么困难，遇到了我就会面对，做一个自强不息的宝宝[傻眼]	NULL	We often think that their own birth lead aura, those unfortunate thing story how could happen to me, face to clap awake, it what difficulties encountered, I will face, make a baby [was] unremitting self-improvement
1770114295	E5Uo19Osu	 已经在韩国榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！[心]	NULL	In Han G B for you refuel it, you are the only dedicated my life oh. Awesome！ [heart]
1770114295	E5UnRmNEc	 已经在韩国榜上为你加油啦，你是我今生唯一的执著哦。棒棒哒！	NULL	In Han G B for you refuel it, you are the only dedicated my life oh. Awesome！
1770266514	E5052zCAt	走吧，这一路美好时光 	NULL	Come on, it's a good time.
1770266514	E4WgqCxUT	日子是给自己过的	NULL	The day is for you.
1770390470	E5zfyF7Tf	no chance to say goodbye[枫叶]	NULL	Chance to say goodbye[no maple leaf]
1770390470	E5omPyBRX	往往真情留不住，套路才能得人心[微笑]	NULL	Often the truth can not stay, routine can get people [smile]
1770417657	E5KYvsM81	『不跳出舒适区，看再多的书也不会有长进』	NULL	"Don't jump out of the comfort zone, to see more books will not grow.
1770436394	E5lNeovHN	DAY 2	NULL	DAY 2
1770436394	E5cAXhxYA	DAY 1	NULL	DAY 1
1770474173	E52vYuMJ0	【归】临近离乡，有感而发。致海盐。iPad Air瞎搞。  .	NULL	[to] near their home feeling. To sea salt. IPad Air xiagao. .
1770474173	E4VuY7PRH	念首诗，手残党iPad瞎搞。【归】片头  .	NULL	Read the poem, hand residual party iPad xiagao. [to] titles.
1770629255	E51arqwvo	谢谢生命中爱我的每个你[星光][红心][蛋糕][祈祷][太阳][祈祷][蛋糕][红心][星光]	NULL	Thank you, I love you every life. [] [] [Red Star [] [] the sun cake cake. Pray pray, hearts, stars]
1771180353	E5OHevq5q	对 的喜欢越来越不止外表那么浅[眨眼] 当一个人能成为自己更好生活的guide 力量无穷大也不差 	NULL	The love of more and more more than the appearance so shallow [wink] when a person can become a better life of their own guide power is not bad
1771180353	E5I3hEbqP	第一次演唱会 竟然是和你们临时约的五月天 真的每句歌词都可以唱到心里到落泪 然后像电影一样回放  你问我全世界最美的地方是哪 答案是 你身边  现在 就是 永远 [月亮] 虽然很不想离开 但是还得朝着各自的方向走去 都加油！ 	NULL	The first concert was every word with you about the May temporary naive can sing heart to tears and then like a movie playback you ask me the most beautiful places in the world where the answer is you forever now [moon] although I don't want to leave but also toward their direction come on!
1771435260	E5lqPgniN	实号9889不自信[加油啊]而孰信之？不自度而安度人？——王夫之	NULL	The real number 9889 is not confident [refueling ah] and what the letter? Not since the degree of old people? -- Wang Fuzhi
1771764541	E5YlQBXOf	探视病中的儿砸，小妈做到我这份上必须给101分！满分20的那种！ 	NULL	Visiting sick children hit, small mom to do I have to give 101 points! Out of the kind of 20!
1771797943	E5G3PxroH	嗨	NULL	hi
1771809225	E5XXSfx7q	乱七八糟的…… 	NULL	Mess......
1771871390	E5QHRF2ta	几个月前玩倩女，想怎么玩怎么玩。前几天玩倩女，服务器大红，进服几百人，需要等待几分钟。今天玩倩女，次次爆满几千人，进服都要快半小时[眼泪][眼泪][眼泪][眼泪]	NULL	A few months ago. I like how to play, how to play. A few days ago to play a server, red, into the service of hundreds of people, need to wait a few minutes. I play today, and full of thousands of people into the service to almost half an hour. [] [] [tears tears tears tears]
1771871390	E5OpOvSJK	周一 😩	NULL	Monday
1772002371	E5jEboVlB	 在世界中心呼唤爱[爱心]️	NULL	Love love up in the center of the world
1772020022	E5HxKon7Y	淘宝真的是狗眼看人低啊，花呗只给我4100的额度这也就算了，搞了个蚂蚁借呗，额度从15000一路掉到了3000...你妈的能不能不出来恶心人？？你可以提示我开不开这个功能嘛，莫名其妙给人开了，然后15000到11000到3000，妈的智障。	NULL	Taobao is really act like a snob. Ah, spend only give me 4100 the amount of it even, got a ants borrow chant, lines from 15000 all the way down to 3000... Your mother could not come out sick people?? You can suggest that I do not open this function well, somehow to open, and then 15000 to 11000 to 3000, the mother of the mentally handicapped.
1772096155	E5XLt79IS	文艺少女上线[doge]	NULL	Literature girl on the line [doge]
1772250681	E5HCgbfgf	明天上班。【晚安，北京】回来了。	NULL	Go to work tomorrow。 [good night, Beijing].
1772250681	E5eQNhACl	时间总是不够用。过完今天是忙碌的明天。过完明天是紧紧凑凑的后天。【晚安，上海】期待更好的未来[爱你][爱你][爱你][微风][微风][微风][太阳][太阳][太阳] 	NULL	Time is always not enough. After today is a busy tomorrow. The day after tomorrow is the day after tomorrow. [good night] Shanghai, look forward to the future of love love I want you love. [] [] [] Sun breeze breeze breeze, the sun, the sun]
1772263624	E5NuTo38K	换届拉开序幕[围观]	NULL	General kicked off [onlookers]
1772263624	E5myPsUDb	准时到达 	NULL	Arrive on time
1774064374	E5W7lhKwQ	在去八教的十字路口捡到一张银行卡！赶紧来认领啊！高总求扩散！	NULL	Pick up a bank card at the intersection of the eight teaching! Quickly come to claim ah! High total diffusion!
1774064374	E5Uwkq6Hn	大清早的……西吧……	NULL	Early in the morning...... West bar......
1774521271	E5ybPf1fG	故事里说 自从认识了你，我开始买有颜色的衣服了	NULL	The story said that since I met you, I began to buy a color of the clothes
1774530613	E5ZVwF96L	向着光亮那方[玫瑰]	NULL	To the bright side [rose]
1774530613	E5Z1hiKfd	我真是太忙了，一边看微微，一边刷副本，一边刷学分，微微这集啊啊啊吧啊啊西八太甜了[泪][泪][泪][泪][泪][泪][泪]虐死单身狗啊啊啊啊吧	NULL	I was really too busy, while watching the side slightly, a copy of the brush, side brush credit, slightly this set ah ah ah ah ah, eight West too sweet. [] [] [tears tears tears tears tears tears tears] [] [] [] single child dead dog ah ah.
1775086633	E5G2L5Byb	有事提前通知是基本的礼仪[微笑]	NULL	Something in advance notice is the basic etiquette [smile]
1775086633	E5uTici2j	分享图片	NULL	Share pictures
1775156817	E5WPpaowj	 争第一，没我爱豆可不行！我为刘诗雯加油，助力夺金、夺金、夺金！火热里约，激情奥运！爱豆冲刺，助威有你，一起为你的体育爱豆加油！ 	NULL	For the first, no I love beans can not do! I cheer for Liu Shiwen, gold, gold, gold power! Fiery Rio, passion olympics! Love you sprint, cheer, together for your love sports refueling!
1775452501	E5Mkj47Gt	其实我的心愿是世界和平啦～  快来围观我的精彩微视频！&gt;&gt;  (通过创作)	NULL	In fact, my wish is that the world peace, to come to watch my wonderful micro video! &gt; &gt; (by writing)
1775452501	E5Ezsid8R	我发表了头条文章:《不必用有素质的态度对待没素质的人》 	NULL	I made the headlines: "do not have the quality of attitude towards the people who do not have the quality of"
